movie_id,title,genres,rating,summary
936,Ninotchka (1939),Comedy|Romance,8.5,"A stern Soviet envoy falls for a charming Parisian, leading to a clash of ideologies and a delightful romantic comedy."
937,Love in the Afternoon (1957),Comedy|Romance,8.5,"A young woman becomes entangled in a romantic affair with an older playboy, leading to unexpected consequences."
938,Gigi (1958),Musical,8.5,A young Parisian girl is groomed to become a courtesan but finds love and chooses her own destiny.
939,"Reluctant Debutante, The (1958)",Comedy|Drama,8.5,A young American girl navigates the complexities of British high society when she is introduced to London's debutante season.
940,"Adventures of Robin Hood, The (1938)",Action|Adventure,8.5,A legendary outlaw fights against corruption and tyranny to restore justice and protect the oppressed.
941,"Mark of Zorro, The (1940)",Adventure,8.5,A masked vigilante fights for justice and love in this thrilling adventure set in 19th century California.
942,Laura (1944),Crime|Film-Noir|Mystery,8.5,"A detective falls in love with a woman whose murder he is investigating, leading to a web of intrigue and deception."
943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,8.5,A young widow moves into a haunted seaside cottage and forms an unlikely bond with the ghostly former owner.
944,Lost Horizon (1937),Drama,8.5,"A group of plane crash survivors find themselves in a hidden utopian paradise, but must decide whether to stay or return to the outside world."
945,Top Hat (1935),Comedy|Musical|Romance,9.2,A mistaken identity leads to a delightful romantic comedy filled with song and dance.
946,To Be or Not to Be (1942),Comedy|Drama|War,8.5,A group of actors in Nazi-occupied Warsaw use their theatrical skills to outwit the Nazis and save their lives.
947,My Man Godfrey (1936),Comedy,8.5,"A wealthy family hires a homeless man as their butler, leading to a series of comedic and heartwarming events."
948,Giant (1956),Drama,8.5,"A sweeping epic that explores the rise and fall of a Texas cattle ranching dynasty, showcasing the power struggles and personal conflicts of its larger-than-life characters."
949,East of Eden (1955),Drama,8.5,"A tale of family, love, and redemption set against the backdrop of a tumultuous era in American history."
950,"Thin Man, The (1934)",Mystery,8.5,A witty detective and his sophisticated wife team up to solve a murder mystery in this classic 1930s film.
951,His Girl Friday (1940),Comedy,8.5,A fast-paced and witty comedy about a newspaper editor and his ex-wife who team up to cover a big story.
952,Around the World in 80 Days (1956),Adventure|Comedy,8.5,"A daring adventurer embarks on a race around the globe to win a wager, encountering thrilling escapades and unexpected companions along the way."
953,It's a Wonderful Life (1946),Drama,9.5,A man discovers the true value of his life with the help of an angel.
954,Mr. Smith Goes to Washington (1939),Drama,8.5,"A naive and idealistic young man is appointed to the United States Senate, where he discovers corruption and fights against it with unwavering determination."
955,Bringing Up Baby (1938),Comedy,8.5,"A chaotic series of events unfolds when a scatterbrained heiress and a paleontologist cross paths, leading to a hilarious and unpredictable adventure."
956,Penny Serenade (1941),Drama|Romance,8.5,"A heartwarming tale of love, loss, and the power of music."
957,"Scarlet Letter, The (1926)",Drama,8.5,A forbidden love affair in a Puritan community leads to a scandalous secret and a powerful exploration of guilt and redemption.
958,Lady of Burlesque (1943),Comedy|Mystery,7.5,A burlesque dancer investigates a series of murders in her theater troupe.
959,Of Human Bondage (1934),Drama,7.5,A young man's obsession with an unattainable woman leads him on a tumultuous journey of self-discovery and heartbreak.
960,Angel on My Shoulder (1946),Crime|Drama,8.5,"A man makes a deal with the devil to seek revenge on his enemies, but finds himself questioning his choices when he unexpectedly falls in love."
961,Little Lord Fauntleroy (1936),Drama,8.5,A young boy from New York City discovers he is the heir to an English earldom and must navigate the challenges of his newfound aristocratic life.
962,They Made Me a Criminal (1939),Crime|Drama,8.5,A boxer on the run finds redemption and a new purpose in life after being falsely accused of murder.
963,"Inspector General, The (1949)",Musical,8.5,A case of mistaken identity leads to hilarious chaos in a small town when a traveling con artist is mistaken for a government inspector.
964,Angel and the Badman (1947),Western,8.5,A wounded gunslinger finds redemption and love when he is taken in by a Quaker family.
965,"39 Steps, The (1935)",Thriller,8.5,A man falsely accused of murder goes on the run to clear his name and uncover a spy ring.
966,"Walk in the Sun, A (1945)",Drama,8.5,A group of American soldiers embark on a dangerous mission during World War II.
967,"Outlaw, The (1943)",Western,8.5,"A group of outlaws plan a daring heist, but their loyalty is tested when a mysterious woman enters the picture."
968,Night of the Living Dead (1968),Horror|Sci-Fi,8.5,A group of strangers barricade themselves in a farmhouse to survive the night as the dead rise and hunger for human flesh.
969,"African Queen, The (1951)",Action|Adventure|Romance|War,8.5,A spirited missionary and a gruff boat captain navigate treacherous waters and unexpected romance in war-torn Africa.
970,Beat the Devil (1954),Comedy|Drama,7.5,A group of eccentric characters scheme to obtain uranium in this comedic adventure set in Italy.
971,Cat on a Hot Tin Roof (1958),Drama,8.5,A dysfunctional Southern family's secrets and lies unravel during a steamy and intense gathering at a Mississippi plantation.
972,"Last Time I Saw Paris, The (1954)",Drama,8.5,A writer reflects on his tumultuous relationship with a captivating woman in post-World War II Paris.
973,Meet John Doe (1941),Drama,8.5,"A disillusioned reporter creates a fictional character named John Doe, who becomes a symbol of hope and inspires a nationwide movement."
974,Algiers (1938),Drama|Romance,8.5,"A notorious thief falls in love with a beautiful woman in Algiers, leading to a thrilling tale of passion and betrayal."
975,Something to Sing About (1937),Comedy|Musical,8.5,A talented dancer's rise to fame is threatened by a scandalous secret.
976,"Farewell to Arms, A (1932)",Romance|War,8.5,A passionate love story set against the backdrop of World War I.
977,Moonlight Murder (1936),Mystery,8.5,"A detective investigates a series of mysterious murders in a small town, uncovering dark secrets along the way."
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,8.5,A respected professor's life takes a dark turn when he becomes infatuated with a seductive cabaret singer.
979,Nothing Personal (1995),Drama|War,7.5,A mysterious woman's arrival in a small town leads to a series of unexpected events and a web of secrets.
980,In the Line of Duty 2 (1987),Action,7.5,A fearless cop takes on a ruthless gang in a high-octane action-packed sequel.
981,Dangerous Ground (1997),Drama,6.5,A man returns to his homeland in South Africa and gets caught up in a dangerous web of crime and corruption.
982,Picnic (1955),Drama,8.5,"A small town's annual Labor Day picnic brings together a group of diverse characters, leading to unexpected romantic entanglements and personal revelations."
983,Madagascar Skin (1995),Romance,7.5,A lonely man's obsession with a stranger leads to a transformative journey of self-discovery and acceptance.
984,"Pompatus of Love, The (1996)",Comedy|Drama,7.5,"A group of friends navigate through love, relationships, and self-discovery in this charming and witty romantic comedy."
985,Small Wonders (1996),Documentary,7.5,A heartwarming tale of friendship and adventure as a group of kids embark on a magical journey to save their small town.
986,Fly Away Home (1996),Adventure|Children's,8.5,A young girl and her father teach a flock of orphaned geese to fly south for the winter.
987,Bliss (1997),Drama|Romance,8.5,A man's life takes a surreal turn when he discovers a parallel universe that challenges his perception of reality.
988,Grace of My Heart (1996),Comedy|Drama,8.5,A talented singer-songwriter navigates the music industry's challenges and personal struggles in pursuit of her dreams.
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,8.5,A haunting tale of a gifted musician's obsession with a woman that leads to tragic consequences.
990,Maximum Risk (1996),Action|Adventure|Thriller,6.5,"A French cop uncovers a web of corruption and deceit after his twin brother's death, leading him on a dangerous journey to uncover the truth."
991,Michael Collins (1996),Drama|War,8.5,"A charismatic leader fights for Irish independence against the British Empire, facing political turmoil and personal sacrifices."
992,"Rich Man's Wife, The (1996)",Thriller,6.5,A woman's life takes a dangerous turn when she becomes entangled in a web of deceit and murder.
993,Infinity (1996),Drama,8.5,"A man discovers a mysterious device that allows him to travel through time and space, leading to unexpected consequences."
994,Big Night (1996),Drama,8.5,Two Italian brothers struggle to save their failing restaurant by hosting a lavish feast for a famous musician.
996,Last Man Standing (1996),Action|Drama|Western,7.5,A mysterious drifter becomes embroiled in a violent gang war in a desolate town.
997,Caught (1996),Drama|Thriller,7.5,A desperate housewife's life takes a thrilling turn when she becomes entangled in a dangerous affair.
998,Set It Off (1996),Action|Crime,8.5,"Four women from Los Angeles turn to a life of crime after facing financial hardships and injustice, leading them on a thrilling and dangerous journey."
999,2 Days in the Valley (1996),Crime,7.5,A group of strangers' lives intertwine over the course of two eventful days in the San Fernando Valley.
1000,Curdled (1996),Crime,6.5,A woman with a morbid fascination for crime scenes becomes entangled in a twisted murder investigation.
1001,"Associate, The (L'Associe)(1982)",Comedy,7.5,A young lawyer gets entangled in a dangerous game of power and manipulation when he becomes the associate of a corrupt businessman.
1002,Ed's Next Move (1996),Comedy,7.5,A small-town scientist's life takes an unexpected turn when he moves to New York City and finds himself caught in a love triangle.
1003,Extreme Measures (1996),Drama|Thriller,7.5,A brilliant doctor uncovers a shocking conspiracy while investigating a series of mysterious deaths in New York City.
1004,"Glimmer Man, The (1996)",Action|Thriller,6.5,A skilled detective and a former CIA agent team up to catch a serial killer terrorizing the city.
1005,D3: The Mighty Ducks (1996),Children's|Comedy,7.5,A ragtag group of misfit hockey players must come together to prove themselves as a team and win the championship.
1006,"Chamber, The (1996)",Drama,8.5,"A young lawyer defends a man on death row, unaware of the dark family secrets that will haunt her."
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,7.5,"A group of bumbling outlaws stumble upon a hidden fortune, leading to hilarious and chaotic adventures."
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,8.5,A fearless frontiersman battles against all odds to protect the wild frontier.
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,8.5,Two siblings with extraordinary powers embark on a thrilling adventure to escape from a sinister organization.
1010,"Love Bug, The (1969)",Children's|Comedy,8.5,A lovable Volkswagen Beetle with a mind of its own brings chaos and romance to the lives of its owners.
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,7.5,A plucky Volkswagen Beetle named Herbie comes to the rescue when an evil land developer threatens to demolish a widow's home.
1012,Old Yeller (1957),Children's|Drama,8.5,A heartwarming tale of a boy and his loyal dog facing the challenges of frontier life.
1013,"Parent Trap, The (1961)",Children's|Drama,8.5,Twin sisters separated at birth reunite at summer camp and hatch a plan to bring their divorced parents back together.
1014,Pollyanna (1960),Children's|Comedy|Drama,8.5,A young girl's infectious optimism transforms a small town and touches the hearts of its residents.
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,8.5,A heartwarming adventure of two dogs and a cat as they embark on a treacherous journey to find their beloved owners.
1016,"Shaggy Dog, The (1959)",Children's|Comedy,7.5,A man's life takes a hilarious turn when he transforms into a mischievous dog.
1017,Swiss Family Robinson (1960),Adventure|Children's,8.5,A family stranded on a deserted island uses their resourcefulness to build a new life filled with adventure and survival.
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,7.5,A mischievous cat becomes the key to solving a kidnapping case in a small town.
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,8.5,"A group of explorers embark on a thrilling underwater adventure, encountering a mysterious captain and his technologically advanced submarine."
1020,Cool Runnings (1993),Comedy,8.5,A group of Jamaican athletes form a bobsled team and defy all odds to compete in the Winter Olympics.
1021,Angels in the Outfield (1994),Children's|Comedy,7.5,A young boy's belief in angels helps a struggling baseball team find success.
1022,Cinderella (1950),Animation|Children's|Musical,8.5,"A young girl, mistreated by her stepmother and stepsisters, finds her life transformed when she receives help from her fairy godmother."
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,8.5,Join Winnie the Pooh and his friends as they navigate a blustery day filled with adventure and heartwarming moments.
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,8.5,Join Donald Duck and his friends on a vibrant and musical journey through Latin America.
1025,"Sword in the Stone, The (1963)",Animation|Children's,8.5,A young boy named Arthur learns valuable life lessons and discovers his destiny when he stumbles upon a magical sword in the stone.
1026,So Dear to My Heart (1949),Children's|Drama,8.5,A young boy learns valuable life lessons while raising a mischievous black lamb.
1027,Robin Hood: Prince of Thieves (1991),Drama,8.5,A skilled archer leads a band of outlaws in a battle against a corrupt sheriff and a ruthless nobleman in medieval England.
1028,Mary Poppins (1964),Children's|Comedy|Musical,8.5,A magical nanny brings joy and adventure to a troubled family in London.
1029,Dumbo (1941),Animation|Children's|Musical,8.5,"A young elephant with oversized ears discovers his unique ability to fly, captivating audiences and overcoming adversity in this heartwarming animated classic."
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,8.5,A young orphan boy befriends a magical dragon and together they embark on a heartwarming adventure.
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,8.5,A magical adventure unfolds as three children join forces with a novice witch during World War II to find a powerful spell that can save England.
1032,Alice in Wonderland (1951),Animation|Children's|Musical,8.5,A young girl falls into a whimsical world filled with peculiar characters and must navigate through a series of adventures to find her way back home.
1033,"Fox and the Hound, The (1981)",Animation|Children's,8.5,"A heartwarming tale of an unlikely friendship between a fox and a hound, as they navigate the challenges of growing up and the societal expectations that threaten to tear them apart."
1034,Freeway (1996),Crime,7.5,"A troubled teenager embarks on a dangerous journey after her abusive mother is arrested, encountering a cunning serial killer along the way."
1035,"Sound of Music, The (1965)",Musical,9.5,A young woman becomes a governess for a widowed naval captain's seven children and brings music and joy back into their lives.
1036,Die Hard (1988),Action|Thriller,8.5,A New York cop battles a group of terrorists who have taken over a Los Angeles skyscraper during a Christmas party.
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,6.5,"A mentally challenged man becomes a genius with the help of virtual reality technology, but his newfound powers lead to dangerous consequences."
1038,Unhook the Stars (1996),Drama,7.5,"A widow forms an unlikely friendship with her neighbor's troubled son, leading to unexpected personal growth and emotional connections."
1039,Synthetic Pleasures (1995),Documentary,7.5,"Experience a mind-bending journey into the world of synthetic pleasures, where technology and human desires intertwine."
1040,"Secret Agent, The (1996)",Drama,7.5,A British spy is sent on a dangerous mission to uncover a secret plot during World War I.
1041,Secrets & Lies (1996),Drama,8.5,"A woman's life is turned upside down when she discovers a long-lost family member, leading to a series of shocking revelations and emotional confrontations."
1042,That Thing You Do! (1996),Comedy,8.5,"A group of small-town musicians rise to fame with their catchy pop hit, but struggle to navigate the challenges of the music industry."
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,7.5,"A grieving widower struggles to move on after the death of his wife, as he continues to see her ghost and finds solace in their daughter."
1044,Surviving Picasso (1996),Drama,7.5,"A captivating portrayal of the complex and passionate life of the renowned artist, Pablo Picasso."
1045,Love Is All There Is (1996),Comedy|Drama,7.5,"A comedic Romeo and Juliet story set in the Bronx, where two Italian-American families feud while their children fall in love."
1046,Beautiful Thing (1996),Drama|Romance,8.5,A heartwarming coming-of-age story about two teenage boys who discover love and acceptance in a London council estate.
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,8.5,"A woman with amnesia discovers her true identity as a skilled assassin, leading to a thrilling journey of danger and deception."
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,8.5,A fearless engineer and a skilled hunter team up to stop two man-eating lions terrorizing a construction site in Africa.
1050,Looking for Richard (1996),Documentary|Drama,8.5,"A captivating exploration of Shakespeare's Richard III, blending documentary and performance to bring the timeless play to life."
1051,Trees Lounge (1996),Drama,7.5,A down-on-his-luck alcoholic finds solace and unexpected connections in a small-town bar.
1052,"Proprietor, The (1996)",Drama,7.5,A struggling writer inherits a dilapidated hotel and must navigate a web of deceit and mystery to uncover the truth behind its dark past.
1053,Normal Life (1996),Crime|Drama,7.5,A couple's desperate pursuit of the American dream leads to a life of crime and chaos.
1054,Get on the Bus (1996),Drama,7.5,"A diverse group of African-American men embark on a cross-country bus trip to attend the Million Man March in Washington, D.C., exploring themes of race, identity, and unity."
1055,Shadow Conspiracy (1997),Thriller,6.5,"A trusted aide uncovers a deadly conspiracy within the highest levels of government, putting his life on the line to expose the truth."
1056,Jude (1996),Drama,8.5,A young man's dreams of becoming a scholar are shattered by societal constraints and forbidden love in 19th century England.
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,8.5,"A whimsical romantic comedy filled with song and dance, where love and laughter intertwine in unexpected ways."
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,8.5,"A young Cuban musician navigates love, politics, and the pursuit of his dreams in a changing Havana."
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,8.5,A modern-day adaptation of Shakespeare's tragic love story between two young star-crossed lovers.
1060,Swingers (1996),Comedy|Drama,8.5,A group of struggling actors navigate the dating scene in Los Angeles.
1061,Sleepers (1996),Crime|Drama,8.5,A group of childhood friends seek justice and revenge after enduring abuse at a reform school.
1062,"Sunchaser, The (1996)",Drama,7.5,"A young doctor embarks on a life-changing journey with a dying criminal, leading to a profound exploration of redemption and self-discovery."
1063,Johns (1996),Drama,7.5,A gritty and thought-provoking drama exploring the complex lives of two male hustlers in New York City.
1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,8.5,A thrilling adventure unfolds as Aladdin and his friends race against time to stop the powerful King of Thieves from obtaining a legendary treasure.
1065,"Woman in Question, The (1950)",Mystery,8.5,A woman's life is turned upside down when she becomes the prime suspect in a murder investigation.
1066,Shall We Dance? (1937),Comedy|Musical|Romance,8.5,A bored married man finds excitement and passion in his life when he secretly takes up ballroom dancing.
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,8.5,A charming musical comedy about a young woman's quest for love and happiness in 1930s London.
1068,Crossfire (1947),Crime|Film-Noir,8.5,"A group of soldiers investigate a murder committed by one of their own, leading to a tense exploration of anti-Semitism in post-war America."
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,8.5,A private detective gets entangled in a web of deceit and murder while searching for a missing woman.
1070,Macao (1952),Adventure,8.5,A man and a woman find themselves entangled in a dangerous web of intrigue and deception in the exotic city of Macao.
1071,For the Moment (1994),Romance|War,7.5,A wartime romance unfolds between a Canadian airman and a young woman in a small town during World War II.
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,8.5,A young boy wins a golden ticket to tour the eccentric and magical chocolate factory of Willy Wonka.
1075,"Sexual Life of the Belgians, The (1994)",Comedy,6.5,A comedic exploration of the sexual escapades and relationships of the Belgian people.
1076,"Innocents, The (1961)",Thriller,8.5,A governess becomes convinced that the children in her care are possessed by malevolent spirits.
1077,Sleeper (1973),Comedy|Sci-Fi,8.5,A man from the 20th century wakes up in the 22nd century and becomes involved in a rebellion against a totalitarian government.
1078,Bananas (1971),Comedy|War,8.5,A bumbling American gets caught up in a revolution in a fictional Latin American country.
1079,"Fish Called Wanda, A (1988)",Comedy,8.5,"A chaotic heist involving a diamond, a seductive femme fatale, and a bumbling gang leads to hilarious mishaps and unexpected alliances."
1080,Monty Python's Life of Brian (1979),Comedy,8.5,"A hilarious satire that follows the misadventures of Brian, a reluctant messiah mistaken for Jesus in ancient Jerusalem."
1081,Victor/Victoria (1982),Comedy|Musical,8.5,A struggling singer finds success by pretending to be a man pretending to be a woman.
1082,"Candidate, The (1972)",Drama,8.5,A young politician's journey through the corrupt world of politics exposes the dark underbelly of power and ambition.
1083,"Great Race, The (1965)",Comedy|Musical,8.5,A daring and hilarious race around the world brings together eccentric characters in a thrilling and comedic adventure.
1084,Bonnie and Clyde (1967),Crime|Drama,8.5,A thrilling tale of two young lovers turned notorious criminals on a crime spree across America during the Great Depression.
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,8.5,A determined old fisherman battles against nature and his own inner demons in a gripping tale of resilience and redemption.
1086,Dial M for Murder (1954),Mystery|Thriller,8.5,"A man plots the perfect murder, but things don't go as planned."
1087,Madame Butterfly (1995),Musical,8.5,"A tragic love story unfolds when an American naval officer marries a young Japanese geisha, leading to heartbreak and cultural clashes."
1088,Dirty Dancing (1987),Musical|Romance,8.5,A young woman falls in love with a dance instructor while spending the summer at a resort.
1089,Reservoir Dogs (1992),Crime|Thriller,8.5,"A group of criminals, with code names, plan and execute a diamond heist that goes awry, leading to suspicion and betrayal among the crew."
1090,Platoon (1986),Drama|War,8.5,A young soldier's moral compass is tested as he navigates the brutalities and camaraderie of the Vietnam War.
1091,Weekend at Bernie's (1989),Comedy,7.5,Two friends pretend their dead boss is alive to enjoy a wild weekend at his beach house.
1092,Basic Instinct (1992),Mystery|Thriller,8.5,"A seductive crime novelist becomes the prime suspect in a murder investigation, blurring the lines between truth and fiction."
1093,"Doors, The (1991)",Drama|Musical,8.5,"A mysterious set of doors leads to different dimensions, testing the limits of human curiosity and imagination."
1094,"Crying Game, The (1992)",Drama|Romance|War,8.5,A British soldier's unexpected relationship with a mysterious woman takes a surprising turn in this thought-provoking and emotionally charged drama.
1095,Glengarry Glen Ross (1992),Drama,8.5,"A cutthroat sales competition pushes a group of real estate agents to their limits, revealing the dark side of ambition and desperation."
1096,Sophie's Choice (1982),Drama,8.5,"A young writer befriends a Polish immigrant and her lover in 1940s Brooklyn, uncovering a heartbreaking secret that will change their lives forever."
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,9.5,A young boy befriends an extraterrestrial stranded on Earth and helps him find a way back home.
1098,"Search for One-eye Jimmy, The (1996)",Comedy,6.5,A group of eccentric characters embark on a comical and chaotic search for a missing man named Jimmy.
1099,"Christmas Carol, A (1938)",Drama,8.5,A heartwarming tale of redemption and the true spirit of Christmas.
1100,Days of Thunder (1990),Action|Romance,8.5,A talented but reckless race car driver must overcome personal and professional obstacles to achieve success in the high-stakes world of NASCAR racing.
1101,Top Gun (1986),Action|Romance,8.5,A hotshot fighter pilot's reckless behavior puts him at odds with his fellow pilots and threatens to derail his dreams of becoming the best.
1102,American Strays (1996),Action,6.5,"A group of eccentric characters cross paths in a small desert town, leading to a series of darkly comedic and unpredictable events."
1103,Rebel Without a Cause (1955),Drama,8.5,"A troubled teenager finds solace and rebellion in a group of fellow misfits, leading to a tragic climax."
1104,"Streetcar Named Desire, A (1951)",Drama,8.5,A woman's fragile sanity unravels as she clashes with her brutish brother-in-law in the steamy streets of New Orleans.
1105,Children of the Corn IV: The Gathering (1996),Horror,4.5,A young girl with mysterious powers brings chaos to a small town as she leads a cult of children in a deadly game.
1106,"Leopard Son, The (1996)",Documentary,8.5,A captivating documentary that follows the journey of a young leopard as he navigates the challenges of the African wilderness.
1107,Loser (1991),Comedy,6.5,"A young man navigates the ups and downs of college life, love, and friendship in this heartwarming coming-of-age comedy."
1108,Prerokbe Ognja (1995),Documentary,"I'm sorry, but as a language model AI, I don't have personal opinions or the ability to watch movies. Therefore, I cannot provide a rating for ""Prerokbe Ognja (1995)"".","A gripping tale of love, betrayal, and redemption set against the backdrop of a war-torn country."
1109,Charm's Incidents (1996),Drama,"I'm sorry, but as a language model AI, I don't have personal opinions or the ability to watch movies. Therefore, I cannot provide a rating for ""Charm's Incidents (1996)"".",A young woman's life takes a thrilling turn when she discovers a mysterious charm that grants her the ability to relive the same day over and over again.
1110,Bird of Prey (1996),Action,7.5,A skilled thief must outsmart a group of mercenaries and retrieve a stolen artifact before it falls into the wrong hands.
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,8.5,"A mesmerizing exploration of the hidden world of insects, showcasing their intricate lives and captivating beauty."
1112,Palookaville (1996),Action|Drama,7.5,"A trio of bumbling friends stumble upon a plan to rob an armored truck, leading to a series of comedic misadventures."
1113,"Associate, The (1996)",Comedy,7.5,A brilliant law student becomes entangled in a web of deceit and corruption when he joins a prestigious law firm.
1114,"Funeral, The (1996)",Drama,8.5,"A dysfunctional family reunites for a funeral, leading to a series of comedic and dramatic events."
1115,Sleepover (1995),Comedy|Drama,6.5,"A group of teenage girls embark on a wild and adventurous sleepover filled with dares, secrets, and unexpected twists."
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,8.5,A young woman navigates the complexities of love and loneliness in the bustling city of Paris.
1117,"Eighth Day, The (Le Huitiï¿½me jour ) (1996)",Drama,8.5,A heartwarming tale of an unlikely friendship that transcends boundaries and brings joy to both characters' lives.
1118,Tashunga (1995),Adventure|Western,8.5,A courageous woman fights against all odds to protect her land and people from ruthless invaders.
1119,Drunks (1997),Drama,6.5,A group of alcoholics share their stories and struggles during a night at a New York City bar.
1120,"People vs. Larry Flynt, The (1996)",Drama,8.5,"A provocative and controversial biographical drama about the life and legal battles of Larry Flynt, the publisher of Hustler magazine."
1121,Glory Daze (1996),Drama,7.5,A group of college friends navigate through the ups and downs of post-graduation life in the 1990s.
1122,Plutonium Circus (1995),Documentary,7.5,A group of eccentric characters embark on a wild and unpredictable journey filled with danger and chaos.
1123,"Perfect Candidate, A (1996)",Documentary,8.5,A determined woman challenges societal norms and runs for political office in a conservative Middle Eastern country.
1124,On Golden Pond (1981),Drama,8.5,"A heartwarming tale of family, love, and aging, set against the backdrop of a serene lake."
1125,"Return of the Pink Panther, The (1974)",Comedy,8.5,A bumbling detective is on a mission to recover the stolen Pink Panther diamond and catch the notorious thief.
1126,Drop Dead Fred (1991),Comedy|Fantasy,6.5,"A woman's chaotic life takes a hilarious turn when her childhood imaginary friend, Drop Dead Fred, reappears."
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,8.5,A team of deep-sea oil drillers must confront their fears and navigate a mysterious underwater alien presence to save the world from a potential catastrophe.
1128,"Fog, The (1980)",Horror,8.5,A coastal town is haunted by vengeful ghosts hidden within a mysterious fog.
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,8.5,"In a dystopian future, a skilled ex-soldier is sent on a dangerous mission to rescue the President from the maximum-security prison of Manhattan Island."
1130,"Howling, The (1980)",Horror,7.5,"A journalist investigates a series of brutal murders in a small town, only to discover a terrifying secret involving werewolves."
1131,Jean de Florette (1986),Drama,9.2,A man's relentless pursuit of his dream leads to tragic consequences in a rural French village.
1132,Manon of the Spring (Manon des sources) (1986),Drama,8.5,A woman seeks revenge on those who wronged her family in this captivating French drama.
1133,Talking About Sex (1994),Comedy|Drama,7.5,"A group of friends navigate the complexities of love, relationships, and sexual experiences in this comedic and thought-provoking film."
1134,Johnny 100 Pesos (1993),Action|Drama,7.5,A young man's desperate attempt to escape poverty leads him into a dangerous world of crime and deception.
1135,Private Benjamin (1980),Comedy,7.5,A spoiled woman joins the army after her husband dies on their wedding night.
1136,Monty Python and the Holy Grail (1974),Comedy,9.5,"A comedic quest for the Holy Grail filled with absurdity, wit, and unforgettable characters."
1137,Hustler White (1996),Romance,6.5,A provocative and darkly comedic exploration of the underground world of male prostitution in Los Angeles.
1138,Dadetown (1995),Documentary,7.5,"A small town's peaceful facade is shattered when a mysterious stranger arrives, revealing dark secrets and causing chaos among its residents."
1139,Everything Relative (1996),Drama,7.5,"A group of diverse women reunite after years apart, exploring love, friendship, and sexuality in this heartwarming and thought-provoking film."
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,8.5,"A captivating biographical drama about the life of Dorothy Day, a social activist and journalist who dedicated her life to helping the poor and advocating for social justice."
1141,Hoogste tijd (1995),Drama,7.5,A retired actor reunites with his former colleagues to save their beloved theater from being demolished.
1142,Get Over It (1996),Drama,6.5,"A high school student must navigate through love, friendship, and a school play to get over his ex-girlfriend."
1143,Three Lives and Only One Death (1996),Comedy,8.5,A man's life takes unexpected turns as he encounters various identities and faces the consequences of his actions.
1144,"Line King: Al Hirschfeld, The (1996)",Documentary,8.5,A captivating documentary showcasing the life and art of legendary caricaturist Al Hirschfeld.
1145,Snowriders (1996),Documentary,8.5,Experience the thrill and beauty of extreme snowboarding as riders conquer breathtaking slopes and push the limits of their sport.
1146,Curtis's Charm (1995),Comedy|Drama,7.5,A young man with a unique charm navigates through life's challenges and discovers the power of love and self-acceptance.
1147,When We Were Kings (1996),Documentary,8.5,"A captivating documentary that takes you back to the historic ""Rumble in the Jungle"" boxing match between Muhammad Ali and George Foreman."
1148,"Wrong Trousers, The (1993)",Animation|Comedy,9.5,"A cunning penguin plots to steal a diamond using a pair of robotic trousers, leading to hilarious chaos for Wallace and Gromit."
1149,JLG/JLG - autoportrait de dï¿½cembre (1994),Documentary|Drama,8.5,"A captivating self-portrait of filmmaker Jean-Luc Godard, exploring his thoughts and reflections in the month of December."
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,8.5,"A man returns to his village after years of absence, but his true identity is questioned, leading to a captivating tale of deception and love."
